sn,ResponseID,rating,StartDate,EndDate,genderq,ageq,edu,socpol,ecopol,polpos,polpref
258,"R_3syu943zjbhA77p",4,"2020-11-29 19:35:27","2020-11-29 19:37:56",1,38,4,4,4,1,3
258,"R_427hBukzZjIKlih",7,"2020-11-29 23:25:40","2020-11-29 23:37:15",2,67,4,1,1,1,2
258,"R_9BtD1fuiHg3C7zr",5,"2020-11-29 23:26:13","2020-11-29 23:29:42",2,47,5,2,2,1,2
258,"R_pis8QRPMJgmqj1n",5,"2020-11-29 23:26:12","2020-11-29 23:28:17",1,30,6,6,5,1,1
259,"R_03s6slihtziy8EN",1,"2020-11-29 18:12:49","2020-11-29 18:28:45",1,44,6,3,4,3,3
259,"R_12ijL38saVHRf0Y",6,"2020-11-30 00:04:17","2020-11-30 00:08:03",1,36,5,5,4,2,5
259,"R_1DU7NXmZN0qJ4Eo",7,"2020-11-25 16:22:48","2020-11-25 16:31:04",1,39,4,4,4,3,3
259,"R_1eWsii7avMrwJMk",5,"2020-11-29 21:33:54","2020-11-29 21:37:40",2,33,4,2,2,1,2
259,"R_29hRkqhejAUIxAz",5,"2020-11-29 23:30:13","2020-11-29 23:36:57",2,30,6,2,5,1,2
259,"R_2mm7X27tndofIcN",5,"2020-11-29 23:26:21","2020-11-29 23:47:39",2,59,2,5,5,2,5
259,"R_2w0Iy91HZdyuhk1",6,"2020-11-29 19:22:01","2020-11-29 19:24:11",2,37,6,4,3,1,2
259,"R_30uEVwHFiUALN22",4,"2020-11-29 19:37:02","2020-11-29 19:43:30",1,29,5,2,2,2,4
259,"R_3Do8kFvvFOszesj",5,"2020-11-29 19:35:30","2020-11-29 19:38:10",1,39,5,5,5,2,4
259,"R_3RwjMz1IkFYxqvZ",4,"2020-11-25 15:29:16","2020-11-25 15:43:28",2,49,5,4,3,1,2
259,"R_3fICkoi5vXOr3w5",2,"2020-11-29 18:35:12","2020-11-29 18:41:17",2,32,6,4,3,3,4
259,"R_3m2YMOz19em7YUM",6,"2020-11-29 23:54:06","2020-11-29 23:56:27",1,64,5,5,5,2,5
259,"R_3m9wFtFqaTy7ORS",4,"2020-11-29 23:43:56","2020-11-29 23:57:40",1,29,5,6,6,2,6
259,"R_3mk0V5i2VCO7R4M",5,"2020-11-29 23:40:47","2020-11-29 23:44:37",1,31,5,6,6,2,6
259,"R_3sh0cKjqv4PmBio",5,"2020-11-29 20:49:07","2020-11-29 20:55:30",1,62,5,3,3,2,6
259,"R_4UymFkqyBYQ49CV",6,"2020-11-29 23:32:46","2020-11-29 23:36:24",2,55,6,3,3,3,4
259,"R_9yprM0d3jYajEgF",7,"2020-11-29 22:12:08","2020-11-29 22:41:22",1,64,5,3,3,2,5
259,"R_AsXAt2riEbnmgjT",1,"2020-11-29 19:36:30","2020-11-29 19:40:07",1,47,6,6,6,2,6
259,"R_NVhwtgOW7gZkMnL",5,"2020-11-29 21:33:51","2020-11-29 21:42:14",2,34,6,5,2,1,2
259,"R_plzB41bWQ9bDMm5",5,"2020-11-29 23:26:03","2020-11-29 23:32:22",1,59,5,3,4,3,3
259,"R_qw1T48ASyiHCS3v",5,"2020-11-30 00:30:49","2020-11-30 00:43:30",1,29,5,1,1,2,6
259,"R_vACbpeskuF3tcLT",7,"2020-11-30 01:14:36","2020-11-30 01:23:46",1,30,5,6,6,2,6
260,"R_1kXQA9nSPiKu0oc",4,"2020-11-29 19:30:41","2020-11-29 19:42:38",2,27,5,4,5,3,3
260,"R_21cQw3QIS1MzWuX",7,"2020-11-25 14:19:17","2020-11-25 14:25:06",2,28,2,1,3,1,2
260,"R_2404eVNR4xgofJD",7,"2020-11-29 23:25:56","2020-11-29 23:28:39",2,29,6,3,4,3,3
260,"R_24ehbfQ2A017Pde",7,"2020-11-29 22:05:25","2020-11-29 22:09:44",1,47,5,2,2,1,2
260,"R_2ARM2heJzcPLH9z",6,"2020-11-29 18:06:06","2020-11-29 18:08:40",2,23,5,2,3,1,2
260,"R_2aS7Anb0S6lPreJ",7,"2020-11-29 23:26:28","2020-11-29 23:33:23",1,51,5,4,4,1,3
260,"R_2bKwuuoQW8PNMTP",6,"2020-11-29 18:17:50","2020-11-29 18:22:13",1,24,5,4,3,1,2
260,"R_2dAuXVdUl73f4nL",7,"2020-11-29 21:03:53","2020-11-29 21:08:38",2,29,5,1,1,1,1
260,"R_2dilJbH5hwc06nG",6,"2020-11-29 21:37:11","2020-11-29 21:45:45",2,33,6,5,4,1,2
260,"R_3ER0om1yLRvXkeu",7,"2020-11-29 23:25:11","2020-11-29 23:36:18",1,44,5,4,4,2,4
260,"R_3feFGo9Uvqr1cc3",6,"2020-11-29 17:57:01","2020-11-29 18:02:59",2,29,6,3,4,3,4
260,"R_3fuUZogPgZHwkN1",5,"2020-11-29 19:37:23","2020-11-29 19:42:33",1,30,5,1,1,1,1
260,"R_Ail5rPIHizarTK9",7,"2020-11-29 19:36:03","2020-11-29 19:38:43",2,30,5,2,3,1,3
260,"R_C2JvPghifZAVlex",4,"2020-11-25 13:39:19","2020-11-25 13:46:03",1,29,5,4,4,1,2
260,"R_UJtq8tb9bXpJK2R",3,"2020-11-29 23:25:27","2020-11-29 23:27:56",1,26,5,2,2,1,2
260,"R_cMhIoFR2z07zgJP",7,"2020-11-29 18:54:12","2020-11-29 18:56:25",2,35,6,5,4,2,5
260,"R_eKXeMuUjpEP6mKR",6,"2020-11-25 18:49:34","2020-11-25 18:51:17",1,38,6,6,6,2,6
260,"R_psLWmDPX8Xx5Lnr",7,"2020-11-29 20:00:10","2020-11-29 20:04:09",1,34,5,6,6,1,2
261,"R_1DnGI2ffLg7Orih",7,"2020-11-29 19:37:29","2020-11-29 19:42:11",1,37,4,3,5,2,4
261,"R_1ezdPCSHzUQUMKQ",7,"2020-11-29 19:35:56","2020-11-29 19:43:52",1,60,5,2,2,1,2
261,"R_295iTQVbAWyIXbW",6,"2020-11-29 19:36:50","2020-11-29 19:41:20",2,62,6,1,2,1,1
261,"R_2EE0p0gSucLP3pb",5,"2020-11-29 21:37:52","2020-11-29 22:10:05",2,25,5,5,6,1,2
261,"R_2OTKScYm8gKKpwz",2,"2020-11-29 23:27:47","2020-11-29 23:34:51",1,28,5,1,1,1,1
261,"R_2YnXmiLhIhKp30y",5,"2020-11-29 23:50:30","2020-11-29 23:54:26",1,25,5,4,4,1,2
261,"R_2dAuXVdUl73f4nL",4,"2020-11-29 21:03:53","2020-11-29 21:08:38",2,29,5,1,1,1,1
261,"R_2rVjsMV3ilmG3DZ",2,"2020-11-29 18:58:38","2020-11-29 19:05:03",1,32,2,1,2,1,2
261,"R_2waBPxqmKcqsALC",5,"2020-11-25 14:33:53","2020-11-25 14:39:04",1,53,5,3,4,1,3
261,"R_3lAD7TnhSc2fjqw",6,"2020-11-29 23:25:44","2020-11-29 23:28:25",2,59,5,6,5,2,6
261,"R_3m4BQLTeRbLBnj0",4,"2020-11-29 23:25:17","2020-11-29 23:28:36",1,35,2,3,5,2,4
261,"R_3oAAGU0Xwwo9JlR",4,"2020-11-25 15:32:35","2020-11-25 15:35:28",2,58,5,4,5,1,1
261,"R_8i9shkrut1s9vm9",7,"2020-11-29 19:37:45","2020-11-29 19:44:31",2,65,2,3,4,3,4
261,"R_9YQ1o6d4WiM0F2h",4,"2020-11-29 23:25:27","2020-11-29 23:32:06",2,59,2,3,3,3,3
261,"R_NVhwtgOW7gZkMnL",2,"2020-11-29 21:33:51","2020-11-29 21:42:14",2,34,6,5,2,1,2
261,"R_QoZUjBnChcAA9CV",7,"2020-11-29 23:30:36","2020-11-29 23:39:14",2,30,6,6,6,2,6
261,"R_XYZW7INWqhOLdhn",6,"2020-11-29 18:04:07","2020-11-29 18:09:48",1,52,5,5,5,1,2
261,"R_dccX0BGyNi7Ig8N",3,"2020-11-29 18:57:48","2020-11-29 19:18:19",1,39,4,1,1,3,3
261,"R_pPYUdse5b3aCO1r",7,"2020-11-29 19:35:41","2020-11-29 19:40:36",1,53,5,6,5,2,6
261,"R_xmBObdyxSUBMe5P",6,"2020-11-29 22:25:06","2020-11-29 22:27:49",2,35,6,5,6,1,2
262,"R_1Lke8sjJRYjDBU0",4,"2020-11-29 21:34:11","2020-11-29 21:37:52",1,48,5,1,2,3,3
262,"R_1eWsii7avMrwJMk",2,"2020-11-29 21:33:54","2020-11-29 21:37:40",2,33,4,2,2,1,2
262,"R_1gMvt7me7qqwrs8",6,"2020-11-29 22:11:54","2020-11-29 22:20:46",1,41,5,5,4,1,2
262,"R_1isUaBWE8BqJrsk",5,"2020-11-25 16:16:01","2020-11-25 16:19:58",1,31,2,1,2,1,1
262,"R_2S8ZlJldZr71uxe",5,"2020-11-29 19:40:36","2020-11-29 19:45:35",1,36,5,2,3,3,3
262,"R_2YnXmiLhIhKp30y",5,"2020-11-29 23:50:30","2020-11-29 23:54:26",1,25,5,4,4,1,2
262,"R_2ZWxLtW53hjIc1v",3,"2020-11-29 23:26:45","2020-11-29 23:32:38",1,22,5,4,2,1,2
262,"R_2rAUT4KdVkGFghA",2,"2020-11-29 18:10:02","2020-11-29 18:15:19",1,25,5,4,5,2,4
262,"R_2rJf8uFXvM7uLYL",5,"2020-11-30 00:27:26","2020-11-30 00:41:46",1,37,5,6,5,2,6
262,"R_2uKRhsipeiTC1Bo",4,"2020-11-29 19:24:23","2020-11-29 19:28:57",1,33,6,1,1,1,1
262,"R_3CHGWxFkHY7KOs0",6,"2020-11-29 21:34:49","2020-11-29 21:41:42",2,34,5,4,1,1,3
262,"R_3DtCf14ibAhdk4I",1,"2020-11-29 18:23:17","2020-11-29 18:26:27",1,27,5,4,4,4,3
262,"R_3HUrwd146wIVl7V",5,"2020-11-25 16:06:05","2020-11-25 16:09:33",2,51,5,5,5,1,1
262,"R_3el9JzE8xZchV1N",3,"2020-11-29 17:56:41","2020-11-29 17:58:47",2,20,4,4,3,3,4
262,"R_3g0H3EUmlrTuNzp",6,"2020-11-29 23:26:22","2020-11-29 23:34:33",1,45,5,6,6,2,5
262,"R_3plol2zj0KRImEg",5,"2020-11-29 21:34:41","2020-11-29 21:49:31",1,38,5,4,4,1,3
262,"R_3sh0cKjqv4PmBio",5,"2020-11-29 20:49:07","2020-11-29 20:55:30",1,62,5,3,3,2,6
262,"R_5mCU6GQVdDii2Nr",3,"2020-11-29 21:34:44","2020-11-29 21:39:32",2,46,5,5,5,2,5
262,"R_7PXYUblg56QeGel",6,"2020-11-29 23:25:15","2020-11-29 23:37:03",1,33,6,5,5,1,2
262,"R_9BtD1fuiHg3C7zr",4,"2020-11-29 23:26:13","2020-11-29 23:29:42",2,47,5,2,2,1,2
262,"R_AsXAt2riEbnmgjT",1,"2020-11-29 19:36:30","2020-11-29 19:40:07",1,47,6,6,6,2,6
262,"R_PFXuVU1VUsdqyZz",6,"2020-11-30 00:56:17","2020-11-30 00:59:50",1,30,5,6,6,1,1
262,"R_VOo1qHY94hPYgiB",1,"2020-11-29 23:25:11","2020-11-29 23:29:41",1,29,4,2,2,1,2
262,"R_u37kp1fmpvxVEpr",4,"2020-11-29 23:40:53","2020-11-29 23:45:29",2,30,6,5,4,1,1
263,"R_1DnGI2ffLg7Orih",4,"2020-11-29 19:37:29","2020-11-29 19:42:11",1,37,4,3,5,2,4
263,"R_1kNwUCxBeqHH3zh",6,"2020-11-29 19:35:24","2020-11-29 19:38:11",2,46,6,6,2,2,6
263,"R_1mRe7JnR8uqBN25",4,"2020-11-29 23:32:47","2020-11-29 23:34:33",1,58,5,5,4,1,3
263,"R_1o5UssCCGheT8bY",6,"2020-11-29 23:34:50","2020-11-29 23:39:34",1,55,5,2,2,1,2
263,"R_1rlf89VUl7JMbL5",7,"2020-11-29 19:37:33","2020-11-29 19:54:28",2,49,4,5,5,2,5
263,"R_1rwPyzOMJ7ECB1A",5,"2020-11-29 23:25:07","2020-11-29 23:28:59",1,36,4,3,3,1,2
263,"R_24LUW3J7J5f7rP8",5,"2020-11-29 17:56:35","2020-11-29 18:03:09",2,68,3,4,4,2,4
263,"R_2BzLklbnj5ct15d",7,"2020-11-29 23:25:20","2020-11-29 23:36:12",1,56,5,4,3,1,1
263,"R_2Tt92jgITMQ2eC0",6,"2020-11-29 19:38:18","2020-11-29 19:48:02",2,63,2,5,2,1,1
263,"R_2YFzloqDMb6euvV",7,"2020-11-29 23:28:42","2020-11-29 23:41:33",2,46,5,6,6,2,6
263,"R_2YVUohpGJ61aN99",6,"2020-11-29 20:20:11","2020-11-29 20:23:09",1,29,5,3,6,2,5
263,"R_2pLceSRYw70T3jB",6,"2020-11-29 19:35:33","2020-11-29 19:39:00",2,33,2,1,1,1,1
263,"R_32ScWVOVzlpIuJC",7,"2020-11-29 17:57:18","2020-11-29 18:03:27",1,66,6,5,5,2,5
263,"R_3GdLbVBL3QJMqNL",7,"2020-11-29 21:40:21","2020-11-29 21:44:41",1,45,5,4,4,3,4
263,"R_3exfY3VM4dW9UFg",7,"2020-11-29 19:37:07","2020-11-29 19:49:01",2,69,2,5,5,2,5
263,"R_DGmcsGzN6jwI28V",4,"2020-11-29 23:28:15","2020-11-29 23:40:53",1,30,5,4,6,2,2
263,"R_O2KcWiCtX396hsB",7,"2020-11-29 18:59:26","2020-11-29 19:07:12",1,33,2,6,6,2,6
263,"R_We3bZm3MfF7M1bP",6,"2020-11-29 21:33:58","2020-11-29 21:38:53",1,41,2,3,4,3,4
263,"R_XYPL1GymLEQeXVD",4,"2020-11-25 15:35:13","2020-11-25 15:37:58",2,49,4,5,5,2,6
263,"R_vcYr0ifevhFu9oZ",5,"2020-11-30 00:26:14","2020-11-30 00:32:09",2,48,5,4,5,1,2
263,"R_xmBObdyxSUBMe5P",6,"2020-11-29 22:25:06","2020-11-29 22:27:49",2,35,6,5,6,1,2
264,"R_0UQQLKDBQ8WxSmJ",6,"2020-11-29 17:56:53","2020-11-29 18:02:54",2,60,6,3,4,3,3
264,"R_1EWE9WELjLKNFbB",5,"2020-11-30 01:03:28","2020-11-30 01:18:50",1,29,6,2,1,2,5
264,"R_1Lke8sjJRYjDBU0",2,"2020-11-29 21:34:11","2020-11-29 21:37:52",1,48,5,1,2,3,3
264,"R_1OwTZTheZ8xydso",6,"2020-11-29 18:21:59","2020-11-29 18:29:02",1,55,5,3,4,3,3
264,"R_27g7X1oDeToGh9e",3,"2020-11-29 23:25:19","2020-11-29 23:32:30",2,23,5,1,1,1,2
264,"R_2Pi2XhDN2sy8Ucb",6,"2020-11-29 23:25:30","2020-11-29 23:30:25",1,51,5,2,2,2,6
264,"R_2TpCGCd3DBECtB2",3,"2020-11-29 21:36:15","2020-11-29 21:40:04",2,37,6,4,5,1,1
264,"R_2azVCt9OfzaxEgC",7,"2020-11-25 14:15:17","2020-11-25 14:21:02",2,32,5,5,6,2,6
264,"R_2dj7SQ4y5YWVd0R",5,"2020-11-29 23:25:16","2020-11-29 23:29:24",1,25,6,2,4,3,4
264,"R_2eUKA9bqsD2LP5T",7,"2020-11-29 19:26:15","2020-11-29 19:30:39",1,46,5,6,6,2,5
264,"R_2rI89aUKS9yvq2y",4,"2020-11-29 22:15:02","2020-11-29 22:32:14",,,,,,,
264,"R_2rJf8uFXvM7uLYL",6,"2020-11-30 00:27:26","2020-11-30 00:41:46",1,37,5,6,5,2,6
264,"R_2zSkshYjG3SnSKV",3,"2020-11-29 17:56:43","2020-11-29 17:58:25",1,45,5,2,2,1,3
264,"R_3MLuvPjq2LX2vrT",3,"2020-11-25 18:14:17","2020-11-25 18:30:45",2,26,5,2,3,2,5
264,"R_3fuUZogPgZHwkN1",5,"2020-11-29 19:37:23","2020-11-29 19:42:33",1,30,5,1,1,1,1
264,"R_4OSWwXzQ02OIZ8d",7,"2020-11-29 18:04:09","2020-11-29 18:07:57",2,35,6,3,3,1,3
264,"R_BAqtSIJEJknb8Hf",6,"2020-11-25 19:30:56","2020-11-25 19:40:19",1,57,5,5,5,2,5
264,"R_QiuEaFwb3W6y4cF",5,"2020-11-25 14:59:33","2020-11-25 15:06:11",1,30,5,6,6,1,1
264,"R_R3TcuPW8bDQk8V3",7,"2020-11-29 23:25:23","2020-11-29 23:28:54",2,26,4,1,2,1,1
264,"R_RRbUFeSfmG2rX69",5,"2020-11-29 23:47:54","2020-11-29 23:51:38",2,39,5,4,3,1,2
264,"R_VOo1qHY94hPYgiB",5,"2020-11-29 23:25:11","2020-11-29 23:29:41",1,29,4,2,2,1,2
265,"R_1eDCkvcSb3b5ZmZ",5,"2020-11-29 17:58:40","2020-11-29 18:04:20",2,37,6,1,1,1,1
265,"R_1pMD7ZHSfXvzI34",6,"2020-11-30 00:06:21","2020-11-30 00:10:38",2,34,5,4,6,2,5
265,"R_24tRlmBv1eloCKx",5,"2020-11-29 23:42:35","2020-11-29 23:45:24",1,25,5,4,3,2,4
265,"R_2SqNnCwVf6aExxz",6,"2020-11-29 23:25:17","2020-11-29 23:31:33",1,48,5,5,5,2,5
265,"R_2X1ELN5BJrGu3GJ",5,"2020-11-29 17:57:28","2020-11-29 18:00:45",2,29,5,6,6,2,6
265,"R_2cpjdYrjjB6OEjd",4,"2020-11-29 18:22:30","2020-11-29 18:28:34",2,64,5,2,2,3,2
265,"R_2rVjsMV3ilmG3DZ",5,"2020-11-29 18:58:38","2020-11-29 19:05:03",1,32,2,1,2,1,2
265,"R_338qHVbrec0iSSS",6,"2020-11-29 22:02:23","2020-11-29 22:04:23",1,50,5,4,5,1,2
265,"R_3HiVdABbgpFfEEx",6,"2020-11-29 21:34:54","2020-11-29 21:40:49",2,69,5,4,4,2,4
265,"R_3Jn0tM5NeYaRCl5",7,"2020-11-29 23:34:31","2020-11-29 23:44:07",2,40,4,1,4,1,2
265,"R_3LbawdeFljSgb80",4,"2020-11-25 16:33:36","2020-11-25 16:36:48",2,35,5,2,2,1,2
265,"R_3LbvoOkepH5Kii0",6,"2020-11-29 21:36:32","2020-11-29 21:40:24",1,41,5,2,3,3,3
265,"R_3PX3ibRPJIsMya9",4,"2020-11-25 15:38:44","2020-11-25 15:56:07",1,24,5,1,3,1,2
265,"R_3m9wFtFqaTy7ORS",4,"2020-11-29 23:43:56","2020-11-29 23:57:40",1,29,5,6,6,2,6
265,"R_4UymFkqyBYQ49CV",6,"2020-11-29 23:32:46","2020-11-29 23:36:24",2,55,6,3,3,3,4
265,"R_8BSIDSJtTI1vvFL",5,"2020-11-29 17:52:51","2020-11-29 18:06:51",1,28,6,5,4,1,2
265,"R_XYPL1GymLEQeXVD",5,"2020-11-25 15:35:13","2020-11-25 15:37:58",2,49,4,5,5,2,6
265,"R_eRt3KwIw3SEfOHT",3,"2020-11-29 23:25:52","2020-11-29 23:36:23",2,37,4,2,1,1,2
266,"R_1IuYNUtQJoJEgEN",5,"2020-11-25 17:44:47","2020-11-25 17:48:03",2,31,4,3,3,3,3
266,"R_1ezdPCSHzUQUMKQ",4,"2020-11-29 19:35:56","2020-11-29 19:43:52",1,60,5,2,2,1,2
266,"R_1g0fgJzCBc2ovKF",3,"2020-11-25 15:27:50","2020-11-25 15:31:29",2,32,5,1,1,1,1
266,"R_1kXQA9nSPiKu0oc",7,"2020-11-29 19:30:41","2020-11-29 19:42:38",2,27,5,4,5,3,3
266,"R_1laS6iY2BuY0T6D",3,"2020-11-30 00:01:47","2020-11-30 00:07:03",1,33,5,4,4,2,5
266,"R_1ogPqKcAadKPk3X",6,"2020-11-25 13:48:19","2020-11-25 13:51:14",1,41,5,2,2,1,2
266,"R_20PtRsIkG4h9Yvy",4,"2020-11-29 19:55:54","2020-11-29 19:59:34",1,41,6,1,2,1,2
266,"R_22oh3RP7gjJ7QzV",4,"2020-11-29 19:35:18","2020-11-29 19:40:45",2,38,5,3,3,3,3
266,"R_243NONEKTXrCFc5",4,"2020-11-29 23:38:33","2020-11-29 23:44:58",1,31,5,2,3,1,3
266,"R_2EvfnynkrBy5jZO",5,"2020-11-29 23:27:38","2020-11-29 23:30:58",2,20,4,1,2,1,2
266,"R_2TBK2wmVqQ0Uaun",5,"2020-11-25 13:48:02","2020-11-25 13:50:53",1,33,5,1,1,1,1
266,"R_2dAuXVdUl73f4nL",4,"2020-11-29 21:03:53","2020-11-29 21:08:38",2,29,5,1,1,1,1
266,"R_2rJf8uFXvM7uLYL",7,"2020-11-30 00:27:26","2020-11-30 00:41:46",1,37,5,6,5,2,6
266,"R_2t4rH7CimiQ01Kf",4,"2020-11-29 19:57:42","2020-11-29 20:07:20",1,26,5,3,3,1,2
266,"R_C2JvPghifZAVlex",3,"2020-11-25 13:39:19","2020-11-25 13:46:03",1,29,5,4,4,1,2
266,"R_T7WCUkrCM5XafPr",5,"2020-11-29 23:24:58","2020-11-29 23:29:28",1,36,6,2,2,1,1
266,"R_UJtq8tb9bXpJK2R",5,"2020-11-29 23:25:27","2020-11-29 23:27:56",1,26,5,2,2,1,2
266,"R_z2VwrCu0nYD0ZMJ",5,"2020-11-29 17:56:52","2020-11-29 17:59:13",2,33,6,2,3,1,3
266,"R_zexuk7V07RcGYF3",4,"2020-11-29 21:33:25","2020-11-29 21:37:21",2,35,6,6,6,1,2
267,"R_12mdp7IOcjGqkxH",7,"2020-11-29 23:25:32","2020-11-29 23:29:50",1,32,5,4,4,2,4
267,"R_1Ow3jSErBNYjWDG",4,"2020-11-25 14:39:02","2020-11-25 14:49:58",2,33,5,5,6,2,6
267,"R_1mhe2YvMxzS7LG1",7,"2020-11-25 15:27:45","2020-11-25 15:30:45",1,52,5,6,6,1,1
267,"R_2V1n6CbVBopDXdG",4,"2020-11-29 19:35:58","2020-11-29 19:40:19",2,28,6,6,6,2,5
267,"R_2VJtCm2lqZ4RrZO",4,"2020-11-29 23:25:34","2020-11-29 23:30:24",2,29,6,3,3,3,3
267,"R_2aqKdVQh1f8gcn4",6,"2020-11-25 16:21:19","2020-11-25 16:24:29",1,33,5,6,5,3,4
267,"R_2y8jNE8wOhKprjE",5,"2020-11-29 23:25:36","2020-11-29 23:30:18",2,30,5,1,1,1,1
267,"R_338qHVbrec0iSSS",7,"2020-11-29 22:02:23","2020-11-29 22:04:23",1,50,5,4,5,1,2
267,"R_3NCidL6V2Qb2VKb",5,"2020-11-29 18:23:14","2020-11-29 18:30:58",1,51,3,4,4,3,4
267,"R_3OcXZ9WnMzBOXlE",5,"2020-11-29 21:44:33","2020-11-29 21:48:17",2,52,5,4,3,1,2
267,"R_3iI3Ryq0OVR55nu",6,"2020-11-25 13:40:51","2020-11-25 13:45:49",1,35,5,6,5,1,1
267,"R_3n00tMVUAtjg7TE",5,"2020-11-29 23:25:33","2020-11-29 23:29:23",2,27,4,2,2,1,2
267,"R_3plol2zj0KRImEg",6,"2020-11-29 21:34:41","2020-11-29 21:49:31",1,38,5,4,4,1,3
267,"R_4TRZ9DpTb67NPC9",7,"2020-11-30 00:26:09","2020-11-30 00:28:53",2,46,5,1,1,1,1
267,"R_8qSFuS232Y7ewqB",4,"2020-11-29 19:37:32","2020-11-29 19:57:11",2,40,5,3,4,1,1
267,"R_QoZUjBnChcAA9CV",5,"2020-11-29 23:30:36","2020-11-29 23:39:14",2,30,6,6,6,2,6
267,"R_UJtq8tb9bXpJK2R",6,"2020-11-29 23:25:27","2020-11-29 23:27:56",1,26,5,2,2,1,2
267,"R_We3bZm3MfF7M1bP",3,"2020-11-29 21:33:58","2020-11-29 21:38:53",1,41,2,3,4,3,4
267,"R_XYPL1GymLEQeXVD",4,"2020-11-25 15:35:13","2020-11-25 15:37:58",2,49,4,5,5,2,6
267,"R_dccX0BGyNi7Ig8N",6,"2020-11-29 18:57:48","2020-11-29 19:18:19",1,39,4,1,1,3,3
267,"R_pPYUdse5b3aCO1r",4,"2020-11-29 19:35:41","2020-11-29 19:40:36",1,53,5,6,5,2,6
267,"R_xmBObdyxSUBMe5P",6,"2020-11-29 22:25:06","2020-11-29 22:27:49",2,35,6,5,6,1,2
268,"R_1OwTZTheZ8xydso",4,"2020-11-29 18:21:59","2020-11-29 18:29:02",1,55,5,3,4,3,3
268,"R_1dLzNLiR42BVFj4",3,"2020-11-25 15:32:21","2020-11-25 15:34:31",1,42,6,5,4,1,2
268,"R_1dm3sXnkGiG85ii",3,"2020-11-29 20:13:05","2020-11-29 20:15:50",1,33,5,6,6,2,6
268,"R_1gTm3ifKkK7n6LQ",4,"2020-11-29 21:36:24","2020-11-29 21:44:40",2,48,6,4,4,2,5
268,"R_1mlbptygHn1McVM",4,"2020-11-29 23:25:39","2020-11-29 23:28:50",2,42,6,3,5,2,4
268,"R_1pEw3o1j46dyjib",4,"2020-11-29 19:37:36","2020-11-29 19:46:03",1,40,5,2,3,3,3
268,"R_2DRIvDeVVuqcodH",1,"2020-11-29 19:36:38","2020-11-29 19:40:10",1,33,6,1,1,1,1
268,"R_2EvfnynkrBy5jZO",4,"2020-11-29 23:27:38","2020-11-29 23:30:58",2,20,4,1,2,1,2
268,"R_2P1fY36R6Ahj8p5",6,"2020-11-29 23:36:10","2020-11-29 23:42:53",1,29,4,2,2,1,1
268,"R_2y8jNE8wOhKprjE",4,"2020-11-29 23:25:36","2020-11-29 23:30:18",2,30,5,1,1,1,1
268,"R_3Dii6Yzl8PzIPvL",4,"2020-11-29 17:57:18","2020-11-29 18:07:51",1,46,5,5,5,2,5
268,"R_3JmZ0PjVePIZrdx",7,"2020-11-25 14:15:45","2020-11-25 14:23:49",1,33,5,4,5,2,6
268,"R_3NCidL6V2Qb2VKb",4,"2020-11-29 18:23:14","2020-11-29 18:30:58",1,51,3,4,4,3,4
268,"R_3kHUJdfJf5KlhPo",6,"2020-11-29 23:25:03","2020-11-29 23:29:19",2,28,5,1,1,3,1
268,"R_3mk0V5i2VCO7R4M",6,"2020-11-29 23:40:47","2020-11-29 23:44:37",1,31,5,6,6,2,6
268,"R_3sh0cKjqv4PmBio",6,"2020-11-29 20:49:07","2020-11-29 20:55:30",1,62,5,3,3,2,6
268,"R_C2JvPghifZAVlex",7,"2020-11-25 13:39:19","2020-11-25 13:46:03",1,29,5,4,4,1,2
268,"R_XSUcvbZfcjxBugh",4,"2020-11-29 18:21:51","2020-11-29 18:28:18",1,35,6,4,2,3,4
268,"R_pG9UyQRNSF4QXRL",1,"2020-11-29 19:35:53","2020-11-29 19:43:54",2,63,5,1,1,1,1
268,"R_z2VwrCu0nYD0ZMJ",3,"2020-11-29 17:56:52","2020-11-29 17:59:13",2,33,6,2,3,1,3
269,"R_1EgN1j7F4YjABg1",2,"2020-11-29 23:26:20","2020-11-29 23:41:05",2,29,4,1,1,1,2
269,"R_1HjadSH63IdOyGM",5,"2020-11-29 23:29:07","2020-11-29 23:34:16",1,60,5,4,5,1,3
269,"R_1duWGVTrgNkNx1v",4,"2020-11-29 21:33:49","2020-11-29 21:40:46",2,71,6,2,3,3,3
269,"R_295iTQVbAWyIXbW",2,"2020-11-29 19:36:50","2020-11-29 19:41:20",2,62,6,1,2,1,1
269,"R_2AEbALYwv7mJq9M",5,"2020-11-29 23:25:28","2020-11-29 23:30:18",1,28,4,4,4,3,4
269,"R_2BmTwnWXt6MQFus",5,"2020-11-30 01:36:13","2020-11-30 01:53:45",2,39,5,4,4,2,5
269,"R_2E7btVItZmyKB4V",5,"2020-11-29 19:37:48","2020-11-29 19:41:34",2,41,6,5,3,2,5
269,"R_2YVUohpGJ61aN99",5,"2020-11-29 20:20:11","2020-11-29 20:23:09",1,29,5,3,6,2,5
269,"R_2cthMDzvH535Bhj",4,"2020-11-29 19:35:48","2020-11-29 19:42:04",1,46,5,3,4,3,3
269,"R_2dRq5BT7TFQA7ED",6,"2020-11-29 20:58:47","2020-11-29 21:45:41",2,46,5,2,2,1,2
269,"R_2rCLafybIxPZl05",6,"2020-11-29 23:45:55","2020-11-29 23:52:00",1,37,5,1,2,1,1
