sn,ResponseID,rating,StartDate,EndDate,genderq,ageq,edu,socpol,ecopol,polpos,polpref
47,"R_30ie9Jx4Z7lmd0M",4,"2020-11-29 18:07:21","2020-11-29 18:20:21",1,20,4,3,3,1,2
47,"R_31hGqAlNOzBu7RV",6,"2020-11-29 18:57:47","2020-11-29 19:04:54",1,63,2,5,6,2,5
47,"R_3J8Fv6FLegMBulf",3,"2020-11-29 18:06:00","2020-11-29 18:11:45",1,45,5,3,4,2,4
47,"R_3PChleC01jycUOj",6,"2020-11-29 19:22:57","2020-11-29 19:27:36",1,39,6,5,4,1,2
47,"R_3ilnqTnxcyYotlD",7,"2020-11-29 22:00:44","2020-11-29 22:10:56",1,37,4,5,5,3,3
47,"R_4TRZ9DpTb67NPC9",6,"2020-11-30 00:26:09","2020-11-30 00:28:53",2,46,5,1,1,1,1
47,"R_9YQ1o6d4WiM0F2h",6,"2020-11-29 23:25:27","2020-11-29 23:32:06",2,59,2,3,3,3,3
47,"R_BQgIyo53B3g2fVn",6,"2020-11-29 21:32:53","2020-11-29 21:38:40",2,43,5,2,3,1,2
47,"R_DI9ZQrpyZYsKkW5",6,"2020-11-29 23:25:32","2020-11-29 23:31:45",1,47,5,5,6,2,6
47,"R_O2lHC8fsjpFgCK5",7,"2020-11-29 19:36:25","2020-11-29 19:40:09",1,30,5,5,6,4,4
47,"R_OrEVIWzUwcK4fkt",4,"2020-11-29 23:35:58","2020-11-29 23:37:41",1,44,6,5,4,1,2
47,"R_Rk2bhuiZ2u9avqF",2,"2020-11-29 19:36:18","2020-11-29 19:44:31",2,22,4,3,3,3,3
47,"R_p5F5nrozxYdmSOt",7,"2020-11-29 17:57:30","2020-11-29 18:19:55",1,30,5,4,4,3,2
47,"R_tPtbQLQwq6sTJ85",4,"2020-11-29 21:34:19","2020-11-29 21:37:10",2,30,6,5,6,2,4
47,"R_z2VwrCu0nYD0ZMJ",6,"2020-11-29 17:56:52","2020-11-29 17:59:13",2,33,6,2,3,1,3
48,"R_1EXUYetzknAIj0c",2,"2020-11-29 19:35:18","2020-11-29 19:38:18",1,31,5,2,4,3,3
48,"R_1LRvXCcVNMfS2Wv",6,"2020-11-25 16:48:19","2020-11-25 16:52:29",1,30,4,6,1,3,3
48,"R_1LhDRKflS8pSwho",5,"2020-11-25 14:27:04","2020-11-25 14:29:06",1,32,5,5,5,2,4
48,"R_1lzrZf5qRuXEVTK",6,"2020-11-29 18:22:34","2020-11-29 18:27:55",2,49,5,3,4,1,3
48,"R_22oh3RP7gjJ7QzV",4,"2020-11-29 19:35:18","2020-11-29 19:40:45",2,38,5,3,3,3,3
48,"R_2BxlA38Rzi5PytL",4,"2020-11-29 18:57:44","2020-11-29 19:04:26",2,40,3,6,6,2,6
48,"R_2UX9L2qkYkLqIK9",6,"2020-11-29 19:36:31","2020-11-29 19:42:59",2,32,5,5,5,3,4
48,"R_2XpTteUdTXX6mcM",6,"2020-11-29 17:57:41","2020-11-29 18:03:06",1,31,2,1,1,3,3
48,"R_2cBHI5HotSNG4BD",7,"2020-11-29 18:13:19","2020-11-29 18:19:37",1,26,2,3,4,3,4
48,"R_2f1l92VzdHrw4iP",3,"2020-11-25 14:56:12","2020-11-25 15:15:05",1,31,4,3,3,3,3
48,"R_2v2kDvs0Wos9fYJ",5,"2020-11-29 18:23:52","2020-11-29 18:27:30",1,45,5,5,4,2,6
48,"R_2w0Iy91HZdyuhk1",4,"2020-11-29 19:22:01","2020-11-29 19:24:11",2,37,6,4,3,1,2
48,"R_3Do8kFvvFOszesj",6,"2020-11-29 19:35:30","2020-11-29 19:38:10",1,39,5,5,5,2,4
48,"R_3EZo7X4ZG9DUaH9",6,"2020-11-29 17:59:53","2020-11-29 18:03:55",1,42,5,1,1,1,1
48,"R_3KoKjzB0MRj9ver",4,"2020-11-29 19:37:14","2020-11-29 19:58:43",2,34,5,6,5,1,1
48,"R_3g0oG8dCLCZLJzV",6,"2020-11-25 13:52:50","2020-11-25 13:56:07",1,30,5,5,6,2,5
48,"R_3hchS6M0YQgE3ET",6,"2020-11-29 17:57:22","2020-11-29 18:02:44",2,43,2,5,5,2,5
48,"R_3qjxi4rWWVVQ5pI",5,"2020-11-29 18:00:55","2020-11-29 18:05:21",2,41,5,1,1,1,2
48,"R_5aNjHqRsgozWyDn",4,"2020-11-29 19:36:16","2020-11-29 19:46:25",2,34,2,3,3,1,3
48,"R_9yprM0d3jYajEgF",7,"2020-11-29 22:12:08","2020-11-29 22:41:22",1,64,5,3,3,2,5
48,"R_Rk2bhuiZ2u9avqF",5,"2020-11-29 19:36:18","2020-11-29 19:44:31",2,22,4,3,3,3,3
48,"R_agVX0MEYaL2h70t",4,"2020-11-29 21:38:50","2020-11-29 21:42:59",2,35,6,3,4,1,2
48,"R_vUqeOlKkvv7nenf",5,"2020-11-29 17:56:45","2020-11-29 18:01:15",2,66,5,2,3,1,1
49,"R_1DD4UgwoM83Wu2W",4,"2020-11-29 17:56:30","2020-11-29 17:58:38",1,42,4,4,4,3,4
49,"R_1jfe0qVXOjmX3N0",4,"2020-11-29 18:06:48","2020-11-29 18:11:42",1,35,2,2,2,1,2
49,"R_1lgg4v5zkG6tYGt",3,"2020-11-29 19:42:59","2020-11-29 19:55:37",2,32,2,1,1,1,1
49,"R_2Ec65oBqGsAvYUN",4,"2020-11-29 23:25:36","2020-11-29 23:34:08",2,58,2,5,5,2,5
49,"R_2Pu5hgOMsvO6IaU",7,"2020-11-29 17:56:47","2020-11-29 18:02:04",1,54,5,4,6,2,5
49,"R_2XpTteUdTXX6mcM",7,"2020-11-29 17:57:41","2020-11-29 18:03:06",1,31,2,1,1,3,3
49,"R_2w0Iy91HZdyuhk1",4,"2020-11-29 19:22:01","2020-11-29 19:24:11",2,37,6,4,3,1,2
49,"R_3KoKjzB0MRj9ver",2,"2020-11-29 19:37:14","2020-11-29 19:58:43",2,34,5,6,5,1,1
49,"R_3PESGuD6wmUbnvD",7,"2020-11-30 04:41:01","2020-11-30 04:44:03",1,29,5,1,1,2,6
49,"R_3PMqSXMlBFsi7bp",6,"2020-11-25 13:58:50","2020-11-25 14:11:55",2,38,6,5,6,2,6
49,"R_3dSUOFHfNO2xdiY",5,"2020-11-29 23:25:40","2020-11-29 23:29:56",1,23,4,1,2,1,1
49,"R_3hGaGR55vcmHkmW",6,"2020-11-29 21:39:34","2020-11-29 21:43:03",1,28,5,3,4,2,4
49,"R_3m2YMOz19em7YUM",5,"2020-11-29 23:54:06","2020-11-29 23:56:27",1,64,5,5,5,2,5
49,"R_3m7wlh03fZ5CTwp",7,"2020-11-25 15:28:28","2020-11-25 15:34:18",2,53,6,4,4,3,3
49,"R_DI9ZQrpyZYsKkW5",7,"2020-11-29 23:25:32","2020-11-29 23:31:45",1,47,5,5,6,2,6
49,"R_NVhwtgOW7gZkMnL",6,"2020-11-29 21:33:51","2020-11-29 21:42:14",2,34,6,5,2,1,2
49,"R_cMhIoFR2z07zgJP",7,"2020-11-29 18:54:12","2020-11-29 18:56:25",2,35,6,5,4,2,5
49,"R_u37kp1fmpvxVEpr",4,"2020-11-29 23:40:53","2020-11-29 23:45:29",2,30,6,5,4,1,1
50,"R_1Lh8UwxjpPmTdXw",5,"2020-11-29 23:25:26","2020-11-30 00:15:38",2,38,5,3,4,2,4
50,"R_1OwTZTheZ8xydso",6,"2020-11-29 18:21:59","2020-11-29 18:29:02",1,55,5,3,4,3,3
50,"R_1duWGVTrgNkNx1v",5,"2020-11-29 21:33:49","2020-11-29 21:40:46",2,71,6,2,3,3,3
50,"R_1jfe0qVXOjmX3N0",3,"2020-11-29 18:06:48","2020-11-29 18:11:42",1,35,2,2,2,1,2
50,"R_1mEgCzOzFFDJsll",7,"2020-11-25 15:30:46","2020-11-25 15:35:05",1,36,5,1,1,1,1
50,"R_1rlf89VUl7JMbL5",4,"2020-11-29 19:37:33","2020-11-29 19:54:28",2,49,4,5,5,2,5
50,"R_2D8CxZphtW7TjJA",5,"2020-11-30 00:43:11","2020-11-30 00:54:45",1,41,5,6,6,2,6
50,"R_2SqNnCwVf6aExxz",6,"2020-11-29 23:25:17","2020-11-29 23:31:33",1,48,5,5,5,2,5
50,"R_2TpCGCd3DBECtB2",4,"2020-11-29 21:36:15","2020-11-29 21:40:04",2,37,6,4,5,1,1
50,"R_2b2HDoKz6ZCLRpy",6,"2020-11-29 22:02:58","2020-11-29 22:10:17",1,30,6,5,4,3,5
50,"R_2mm7X27tndofIcN",3,"2020-11-29 23:26:21","2020-11-29 23:47:39",2,59,2,5,5,2,5
50,"R_2rI89aUKS9yvq2y",4,"2020-11-29 22:15:02","2020-11-29 22:32:14",,,,,,,
50,"R_2uKRhsipeiTC1Bo",5,"2020-11-29 19:24:23","2020-11-29 19:28:57",1,33,6,1,1,1,1
50,"R_3Do8kFvvFOszesj",5,"2020-11-29 19:35:30","2020-11-29 19:38:10",1,39,5,5,5,2,4
50,"R_3MLuvPjq2LX2vrT",4,"2020-11-25 18:14:17","2020-11-25 18:30:45",2,26,5,2,3,2,5
50,"R_3NCidL6V2Qb2VKb",4,"2020-11-29 18:23:14","2020-11-29 18:30:58",1,51,3,4,4,3,4
50,"R_3g0oG8dCLCZLJzV",6,"2020-11-25 13:52:50","2020-11-25 13:56:07",1,30,5,5,6,2,5
50,"R_O0sMr09Xw32DAIN",5,"2020-11-30 00:13:09","2020-11-30 00:25:02",,,,,,,
50,"R_XtFtdSaqHBCt8YN",4,"2020-11-29 19:37:33","2020-11-29 19:46:47",1,35,5,4,4,2,4
50,"R_dccX0BGyNi7Ig8N",3,"2020-11-29 18:57:48","2020-11-29 19:18:19",1,39,4,1,1,3,3
50,"R_pis8QRPMJgmqj1n",7,"2020-11-29 23:26:12","2020-11-29 23:28:17",1,30,6,6,5,1,1
50,"R_rdz5wyTXVaKxYFX",6,"2020-11-29 20:09:56","2020-11-29 20:22:00",1,29,4,3,3,3,4
51,"R_1MMpri8NKaRLPsn",5,"2020-11-29 20:48:26","2020-11-29 20:54:18",1,62,5,4,4,2,6
51,"R_20PtRsIkG4h9Yvy",6,"2020-11-29 19:55:54","2020-11-29 19:59:34",1,41,6,1,2,1,2
51,"R_21u2aYnUal1yoCh",5,"2020-11-25 13:42:00","2020-11-25 13:58:29",1,32,5,3,5,2,5
51,"R_25uxmr7PgUTe5Vb",5,"2020-11-29 21:33:46","2020-11-29 21:57:13",2,25,5,3,3,1,2
51,"R_2BzLklbnj5ct15d",1,"2020-11-29 23:25:20","2020-11-29 23:36:12",1,56,5,4,3,1,1
51,"R_2EE0p0gSucLP3pb",6,"2020-11-29 21:37:52","2020-11-29 22:10:05",2,25,5,5,6,1,2
51,"R_2zSHyyGwEqkXinw",3,"2020-11-29 21:34:55","2020-11-29 21:38:53",1,25,5,4,4,3,4
51,"R_2zUCjGcDqbWddbP",6,"2020-11-29 19:36:48","2020-11-29 19:41:02",2,26,3,3,4,1,3
51,"R_338qHVbrec0iSSS",6,"2020-11-29 22:02:23","2020-11-29 22:04:23",1,50,5,4,5,1,2
51,"R_3JgXdaaERtJAujY",2,"2020-11-29 23:25:52","2020-11-29 23:37:18",2,34,3,2,2,1,2
51,"R_3KoKjzB0MRj9ver",7,"2020-11-29 19:37:14","2020-11-29 19:58:43",2,34,5,6,5,1,1
51,"R_3g0H3EUmlrTuNzp",7,"2020-11-29 23:26:22","2020-11-29 23:34:33",1,45,5,6,6,2,5
51,"R_3m7wlh03fZ5CTwp",7,"2020-11-25 15:28:28","2020-11-25 15:34:18",2,53,6,4,4,3,3
51,"R_3qjxi4rWWVVQ5pI",3,"2020-11-29 18:00:55","2020-11-29 18:05:21",2,41,5,1,1,1,2
51,"R_4HHTDH5Sl79RDY5",4,"2020-11-29 22:20:21","2020-11-29 22:23:13",1,35,5,5,5,1,1
51,"R_9uC4fym4RsOGHKh",6,"2020-11-29 18:12:39","2020-11-29 18:14:59",1,30,5,4,4,3,3
51,"R_SJYISIy9Z0MXr8J",5,"2020-11-29 17:56:36","2020-11-29 18:01:15",1,28,5,3,5,4,4
52,"R_1Lke8sjJRYjDBU0",7,"2020-11-29 21:34:11","2020-11-29 21:37:52",1,48,5,1,2,3,3
52,"R_1NFhag4mphNMqv4",5,"2020-11-30 00:47:56","2020-11-30 00:52:22",2,35,6,2,3,1,2
52,"R_1pEw3o1j46dyjib",6,"2020-11-29 19:37:36","2020-11-29 19:46:03",1,40,5,2,3,3,3
52,"R_24tRlmBv1eloCKx",5,"2020-11-29 23:42:35","2020-11-29 23:45:24",1,25,5,4,3,2,4
52,"R_2ZKdfgAx3z0i5KL",5,"2020-11-29 23:31:19","2020-11-29 23:35:22",2,26,5,5,4,1,2
52,"R_2uKRhsipeiTC1Bo",4,"2020-11-29 19:24:23","2020-11-29 19:28:57",1,33,6,1,1,1,1
52,"R_2zSHyyGwEqkXinw",7,"2020-11-29 21:34:55","2020-11-29 21:38:53",1,25,5,4,4,3,4
52,"R_3ER0om1yLRvXkeu",5,"2020-11-29 23:25:11","2020-11-29 23:36:18",1,44,5,4,4,2,4
52,"R_3Gyb15mTxXrHTWf",7,"2020-11-29 19:36:25","2020-11-29 19:44:30",1,63,6,3,4,1,2
52,"R_3JgXdaaERtJAujY",7,"2020-11-29 23:25:52","2020-11-29 23:37:18",2,34,3,2,2,1,2
52,"R_3fir7shaKPEORjw",6,"2020-11-25 15:49:56","2020-11-25 16:08:37",1,48,5,4,5,1,4
52,"R_3lAD7TnhSc2fjqw",7,"2020-11-29 23:25:44","2020-11-29 23:28:25",2,59,5,6,5,2,6
52,"R_3oAAGU0Xwwo9JlR",5,"2020-11-25 15:32:35","2020-11-25 15:35:28",2,58,5,4,5,1,1
52,"R_3rSVFgMCCatMgs6",4,"2020-11-29 19:46:27","2020-11-29 19:49:07",1,33,5,4,3,3,5
52,"R_AdlXrKFmE65w2EF",4,"2020-11-25 14:47:39","2020-11-25 14:52:07",1,34,4,1,1,1,1
52,"R_BxoQRCI5RQ27AQx",7,"2020-11-29 19:40:52","2020-11-29 20:08:36",2,40,5,2,1,1,1
53,"R_1E6zBWWL249oWjU",7,"2020-11-29 19:36:28","2020-11-29 19:38:57",1,29,5,6,6,1,6
53,"R_1EWE9WELjLKNFbB",5,"2020-11-30 01:03:28","2020-11-30 01:18:50",1,29,6,2,1,2,5
53,"R_1Lh8UwxjpPmTdXw",5,"2020-11-29 23:25:26","2020-11-30 00:15:38",2,38,5,3,4,2,4
53,"R_1ezdPCSHzUQUMKQ",1,"2020-11-29 19:35:56","2020-11-29 19:43:52",1,60,5,2,2,1,2
53,"R_2EE0p0gSucLP3pb",5,"2020-11-29 21:37:52","2020-11-29 22:10:05",2,25,5,5,6,1,2
53,"R_2Pi2XhDN2sy8Ucb",5,"2020-11-29 23:25:30","2020-11-29 23:30:25",1,51,5,2,2,2,6
53,"R_2UfpmKtVbQhJ2DM",6,"2020-11-29 19:35:32","2020-11-29 19:37:48",1,42,6,2,2,1,3
53,"R_2ZBycPQilid7dNl",4,"2020-11-29 18:51:32","2020-11-29 18:56:40",2,19,4,4,3,1,3
53,"R_2qsougjyfJ0vaXB",3,"2020-11-29 19:35:58","2020-11-29 19:39:43",1,33,2,1,1,1,1
53,"R_2rJf8uFXvM7uLYL",5,"2020-11-30 00:27:26","2020-11-30 00:41:46",1,37,5,6,5,2,6
53,"R_338qHVbrec0iSSS",6,"2020-11-29 22:02:23","2020-11-29 22:04:23",1,50,5,4,5,1,2
53,"R_3HjcLBgLO9zlTrz",4,"2020-11-29 23:25:26","2020-11-29 23:35:51",2,33,5,4,4,2,4
53,"R_3JLd4uTP2eOj3qQ",4,"2020-11-29 17:56:45","2020-11-29 17:59:41",1,45,5,5,5,2,5
53,"R_3KW2y4XKrJ08Mie",7,"2020-11-29 21:33:03","2020-11-29 21:35:12",1,45,5,5,6,1,2
53,"R_3n9vatnlQbHrroE",4,"2020-11-29 18:03:37","2020-11-29 18:19:41",1,34,5,4,4,2,4
53,"R_4Itt5ehOsLgliff",7,"2020-11-29 23:28:14","2020-11-29 23:32:04",1,30,5,5,6,2,5
53,"R_6Jd34HO2ltVk2Ax",7,"2020-11-29 17:24:03","2020-11-29 17:37:00",1,34,5,5,6,2,6
53,"R_6X8FqF3lNt6uBX3",2,"2020-11-29 19:48:15","2020-11-29 19:50:26",1,27,2,3,3,1,3
53,"R_6r0Ua2rXI1d6XmN",6,"2020-11-29 21:47:24","2020-11-29 21:53:35",2,59,4,1,2,1,1
53,"R_8qSFuS232Y7ewqB",6,"2020-11-29 19:37:32","2020-11-29 19:57:11",2,40,5,3,4,1,1
53,"R_RJETNyTwx1qRJzH",6,"2020-11-29 20:21:45","2020-11-29 20:23:40",1,45,5,4,4,2,5
53,"R_SJYISIy9Z0MXr8J",2,"2020-11-29 17:56:36","2020-11-29 18:01:15",1,28,5,3,5,4,4
53,"R_Z7BJfAxAiIeI6Zj",5,"2020-11-29 17:57:07","2020-11-29 18:08:21",2,57,5,1,1,1,1
53,"R_poftAisqHfjYBvH",6,"2020-11-29 19:10:17","2020-11-29 19:14:17",2,25,5,4,5,2,5
53,"R_u37kp1fmpvxVEpr",4,"2020-11-29 23:40:53","2020-11-29 23:45:29",2,30,6,5,4,1,1
54,"R_03s6slihtziy8EN",6,"2020-11-29 18:12:49","2020-11-29 18:28:45",1,44,6,3,4,3,3
54,"R_10OdXGFccTAV6wK",3,"2020-11-29 20:57:21","2020-11-29 21:00:44",1,30,5,2,3,1,2
54,"R_12ijL38saVHRf0Y",6,"2020-11-30 00:04:17","2020-11-30 00:08:03",1,36,5,5,4,2,5
54,"R_1duWGVTrgNkNx1v",5,"2020-11-29 21:33:49","2020-11-29 21:40:46",2,71,6,2,3,3,3
54,"R_1l9kWPDVi2oZtAP",5,"2020-11-29 18:58:38","2020-11-29 19:05:04",1,49,4,6,6,2,5
54,"R_22mJHQKftWPiDtT",5,"2020-11-25 15:32:04","2020-11-25 16:28:05",1,30,5,4,4,1,4
54,"R_27we8W1rypiUnhe",5,"2020-11-29 23:25:09","2020-11-29 23:29:00",2,64,4,4,4,2,4
54,"R_2ASBxTea7AIhr64",6,"2020-11-29 17:56:59","2020-11-29 18:10:44",2,48,5,2,5,3,3
54,"R_2CqOkiMsY7eauZI",5,"2020-11-29 21:32:52","2020-11-29 21:37:05",1,33,5,1,4,3,1
54,"R_2VDbScTq22IuScF",4,"2020-11-29 21:33:49","2020-11-29 21:41:54",2,46,6,4,2,3,4
54,"R_2cpjdYrjjB6OEjd",7,"2020-11-29 18:22:30","2020-11-29 18:28:34",2,64,5,2,2,3,2
54,"R_2t4rH7CimiQ01Kf",5,"2020-11-29 19:57:42","2020-11-29 20:07:20",1,26,5,3,3,1,2
54,"R_30ie9Jx4Z7lmd0M",7,"2020-11-29 18:07:21","2020-11-29 18:20:21",1,20,4,3,3,1,2
54,"R_3ER0om1yLRvXkeu",5,"2020-11-29 23:25:11","2020-11-29 23:36:18",1,44,5,4,4,2,4
54,"R_3RwjMz1IkFYxqvZ",4,"2020-11-25 15:29:16","2020-11-25 15:43:28",2,49,5,4,3,1,2
54,"R_YPMymEvnGELtqVP",6,"2020-11-30 00:26:06","2020-11-30 00:37:24",2,53,5,6,5,2,6
54,"R_rj5FJYmwmVw0zHr",5,"2020-11-29 21:34:54","2020-11-29 21:38:09",1,28,6,5,4,2,5
55,"R_1EXUYetzknAIj0c",3,"2020-11-29 19:35:18","2020-11-29 19:38:18",1,31,5,2,4,3,3
55,"R_20PtRsIkG4h9Yvy",5,"2020-11-29 19:55:54","2020-11-29 19:59:34",1,41,6,1,2,1,2
55,"R_22P9XBw2nLuuTBd",5,"2020-11-25 17:23:53","2020-11-25 17:25:54",1,28,5,4,5,1,2
55,"R_2D8CxZphtW7TjJA",6,"2020-11-30 00:43:11","2020-11-30 00:54:45",1,41,5,6,6,2,6
55,"R_2UfpmKtVbQhJ2DM",7,"2020-11-29 19:35:32","2020-11-29 19:37:48",1,42,6,2,2,1,3
55,"R_2cCSHSoAB7fURyE",5,"2020-11-29 21:33:36","2020-11-29 21:40:30",1,76,5,2,2,1,1
55,"R_2cbCmTCSBCoGdaR",1,"2020-11-29 18:20:26","2020-11-29 18:52:27",2,52,4,4,4,2,5
55,"R_2rJf8uFXvM7uLYL",6,"2020-11-30 00:27:26","2020-11-30 00:41:46",1,37,5,6,5,2,6
55,"R_2waBPxqmKcqsALC",6,"2020-11-25 14:33:53","2020-11-25 14:39:04",1,53,5,3,4,1,3
55,"R_2zSkshYjG3SnSKV",4,"2020-11-29 17:56:43","2020-11-29 17:58:25",1,45,5,2,2,1,3
55,"R_3DtCf14ibAhdk4I",7,"2020-11-29 18:23:17","2020-11-29 18:26:27",1,27,5,4,4,4,3
55,"R_3LbvoOkepH5Kii0",6,"2020-11-29 21:36:32","2020-11-29 21:40:24",1,41,5,2,3,3,3
55,"R_3hGaGR55vcmHkmW",4,"2020-11-29 21:39:34","2020-11-29 21:43:03",1,28,5,3,4,2,4
55,"R_3hchS6M0YQgE3ET",6,"2020-11-29 17:57:22","2020-11-29 18:02:44",2,43,2,5,5,2,5
55,"R_PIioyduN4AlCC77",4,"2020-11-29 18:22:37","2020-11-29 18:31:29",2,49,3,1,1,1,2
55,"R_QiuEaFwb3W6y4cF",5,"2020-11-25 14:59:33","2020-11-25 15:06:11",1,30,5,6,6,1,1
55,"R_R3LXAYnGk4Ax2Ux",6,"2020-11-29 23:37:34","2020-11-30 00:03:09",1,25,5,4,3,1,1
55,"R_s6DBLuIH7jejv7r",4,"2020-11-29 17:56:44","2020-11-29 18:00:16",2,22,5,2,2,1,2
56,"R_1P0sjqRR91YsaCS",3,"2020-11-25 13:51:44","2020-11-25 14:02:13",2,35,5,4,4,3,3
56,"R_1dnmJN7lrvn0l9H",5,"2020-11-29 21:33:38","2020-11-29 21:38:08",1,55,6,4,3,2,5
56,"R_1kNwUCxBeqHH3zh",7,"2020-11-29 19:35:24","2020-11-29 19:38:11",2,46,6,6,2,2,6
56,"R_1l4DV14O3zhEekZ",7,"2020-11-29 21:34:23","2020-11-29 21:38:39",2,19,4,3,4,3,3
56,"R_1mOdY7Fgr1mg1eW",6,"2020-11-29 23:28:18","2020-11-29 23:31:46",2,28,6,5,4,2,5
56,"R_29hRkqhejAUIxAz",6,"2020-11-29 23:30:13","2020-11-29 23:36:57",2,30,6,2,5,1,2
56,"R_29ucbFgdiCopXcc",5,"2020-11-29 18:00:25","2020-11-29 18:07:19",1,23,2,1,1,4,3
56,"R_2OT4wYCxu0mxoo6",7,"2020-11-29 21:42:35","2020-11-29 21:47:02",1,21,4,2,2,1,2
56,"R_2OZ6tehfAqYRDk4",7,"2020-11-29 19:35:18","2020-11-29 19:41:53",1,38,2,2,3,1,2
56,"R_2VJtCm2lqZ4RrZO",7,"2020-11-29 23:25:34","2020-11-29 23:30:24",2,29,6,3,3,3,3
56,"R_2cd78drFWvLTNXM",5,"2020-11-29 23:30:47","2020-11-29 23:37:05",1,28,5,5,5,1,1
56,"R_2rZoIxi5jXmZz1h",7,"2020-11-29 19:03:52","2020-11-29 19:07:08",1,30,5,6,6,2,6
56,"R_338qHVbrec0iSSS",7,"2020-11-29 22:02:23","2020-11-29 22:04:23",1,50,5,4,5,1,2
56,"R_339XCNMNhJmVIob",7,"2020-11-29 19:01:57","2020-11-29 19:07:21",1,34,5,6,3,1,3
56,"R_3Dii6Yzl8PzIPvL",5,"2020-11-29 17:57:18","2020-11-29 18:07:51",1,46,5,5,5,2,5
56,"R_3n00tMVUAtjg7TE",6,"2020-11-29 23:25:33","2020-11-29 23:29:23",2,27,4,2,2,1,2
56,"R_5aNjHqRsgozWyDn",6,"2020-11-29 19:36:16","2020-11-29 19:46:25",2,34,2,3,3,1,3
57,"R_0NWklsw3xsOqZc5",6,"2020-11-25 18:29:21","2020-11-25 18:33:40",1,39,5,4,4,3,3
57,"R_12fFV3qhf1A2JyR",4,"2020-11-30 00:45:01","2020-11-30 00:50:28",1,26,2,5,5,4,4
57,"R_1FwEoH9jsoNf8yh",7,"2020-11-29 21:34:00","2020-11-29 21:43:22",1,29,2,2,2,1,2
57,"R_1Qup8Ab6Ek94Rua",5,"2020-11-29 21:53:28","2020-11-29 21:58:08",1,45,5,3,4,1,2
57,"R_1dbscIzn3PlAzXA",7,"2020-11-29 20:41:55","2020-11-29 20:44:33",1,24,5,4,6,2,4
57,"R_1dnmJN7lrvn0l9H",5,"2020-11-29 21:33:38","2020-11-29 21:38:08",1,55,6,4,3,2,5
57,"R_1eDCkvcSb3b5ZmZ",7,"2020-11-29 17:58:40","2020-11-29 18:04:20",2,37,6,1,1,1,1
57,"R_1lgg4v5zkG6tYGt",6,"2020-11-29 19:42:59","2020-11-29 19:55:37",2,32,2,1,1,1,1
57,"R_21tWdBPLUa9WECc",6,"2020-11-29 18:57:48","2020-11-29 19:05:02",2,55,3,3,3,3,3
57,"R_27whemu52hpmOD7",6,"2020-11-29 19:36:22","2020-11-29 19:47:27",1,51,6,4,3,2,4
57,"R_2Pi2XhDN2sy8Ucb",5,"2020-11-29 23:25:30","2020-11-29 23:30:25",1,51,5,2,2,2,6
57,"R_2TBK2wmVqQ0Uaun",7,"2020-11-25 13:48:02","2020-11-25 13:50:53",1,33,5,1,1,1,1
57,"R_2zjaEInP523LJjF",5,"2020-11-29 23:41:18","2020-11-29 23:45:22",1,27,5,5,5,1,2
57,"R_32ScWVOVzlpIuJC",7,"2020-11-29 17:57:18","2020-11-29 18:03:27",1,66,6,5,5,2,5
57,"R_3HI923HVj4PdHBp",7,"2020-11-29 23:24:54","2020-11-29 23:29:35",2,38,4,1,1,1,1
57,"R_3JmZ0PjVePIZrdx",7,"2020-11-25 14:15:45","2020-11-25 14:23:49",1,33,5,4,5,2,6
57,"R_3dSUOFHfNO2xdiY",7,"2020-11-29 23:25:40","2020-11-29 23:29:56",1,23,4,1,2,1,1
57,"R_3feFGo9Uvqr1cc3",6,"2020-11-29 17:57:01","2020-11-29 18:02:59",2,29,6,3,4,3,4
57,"R_3lPtwVrs2JXagFn",4,"2020-11-29 23:27:40","2020-11-29 23:33:21",2,31,5,3,3,3,4
57,"R_3n00tMVUAtjg7TE",7,"2020-11-29 23:25:33","2020-11-29 23:29:23",2,27,4,2,2,1,2
57,"R_6FskKKNrwL8bUZ3",5,"2020-11-29 17:57:22","2020-11-29 18:02:08",2,47,5,4,4,2,5
57,"R_agVX0MEYaL2h70t",7,"2020-11-29 21:38:50","2020-11-29 21:42:59",2,35,6,3,4,1,2
57,"R_dccX0BGyNi7Ig8N",6,"2020-11-29 18:57:48","2020-11-29 19:18:19",1,39,4,1,1,3,3
57,"R_pG9UyQRNSF4QXRL",1,"2020-11-29 19:35:53","2020-11-29 19:43:54",2,63,5,1,1,1,1
58,"R_12fFV3qhf1A2JyR",3,"2020-11-30 00:45:01","2020-11-30 00:50:28",1,26,2,5,5,4,4
58,"R_1MTetGVQ6pqDbqJ",7,"2020-11-29 19:58:59","2020-11-29 20:00:56",2,36,5,6,6,1,1
58,"R_1NdWD2E6Bb65Whl",7,"2020-11-29 19:37:04","2020-11-29 19:44:03",2,46,6,6,5,1,1
58,"R_1dm3sXnkGiG85ii",1,"2020-11-29 20:13:05","2020-11-29 20:15:50",1,33,5,6,6,2,6
58,"R_24LUW3J7J5f7rP8",4,"2020-11-29 17:56:35","2020-11-29 18:03:09",2,68,3,4,4,2,4
58,"R_25G9fbC9CDjSokW",2,"2020-11-29 17:24:44","2020-11-29 17:30:21",1,30,2,3,4,3,4
58,"R_2UfpmKtVbQhJ2DM",5,"2020-11-29 19:35:32","2020-11-29 19:37:48",1,42,6,2,2,1,3
58,"R_3ETiVfoyDYpqZ31",7,"2020-11-29 19:25:50","2020-11-29 19:29:53",1,23,5,2,2,1,3
